1780487275.511,start,-1.1092,7.9142,0.3835,-5.0261,0.4333,-0.5880,0.2545
1780487275.520,start,-1.0788,7.8321,0.4144,-5.0021,0.4479,-0.5848,0.2545
1780487275.530,start,-1.0989,7.9102,0.4033,-5.0290,0.4351,-0.5772,0.2546
1780487275.540,start,-1.1498,7.6927,0.3639,-5.0364,0.4394,-0.5614,0.2544
1780487275.550,start,-0.9887,7.8086,0.4573,-5.0582,0.4425,-0.5425,0.2548
1780487275.560,start,-0.8920,7.6393,0.4840,-4.9812,0.4319,-0.5448,0.2557
1780487275.570,start,-0.9872,7.7106,0.4492,-5.0309,0.4156,-0.5561,0.2537
1780487275.580,start,-1.0060,7.7897,0.4394,-5.0600,0.4270,-0.5558,0.2515
1780487275.591,start,-1.1141,7.7002,0.3889,-4.9963,0.4047,-0.5768,0.2501
1780487275.600,start,-1.1018,7.8437,0.3716,-5.0201,0.3973,-0.5912,0.2493
1780487275.611,start,-1.1094,7.8182,0.3812,-5.0203,0.3945,-0.5807,0.2483
1780487275.620,start,-1.0611,7.8989,0.4063,-5.0461,0.4086,-0.5746,0.2474
1780487275.630,start,-1.0059,7.7759,0.4308,-5.0756,0.3972,-0.5596,0.2468
1780487275.641,start,-0.8325,7.8883,0.5053,-5.0942,0.4008,-0.5354,0.2474
1780487275.650,start,-0.8256,7.8212,0.5202,-5.0832,0.3895,-0.5372,0.2465
1780487275.661,start,-0.9850,7.9562,0.4467,-5.1615,0.3924,-0.5377,0.2448
1780487275.670,start,-0.9946,7.9762,0.4470,-5.1500,0.3757,-0.5340,0.2438
1780487275.680,start,-1.0982,7.8212,0.3594,-5.0350,0.3576,-0.5577,0.2443
1780487275.691,start,-1.0796,7.5658,0.3757,-4.9352,0.3491,-0.5720,0.2429
1780487275.701,start,-1.0557,7.6261,0.3852,-4.9203,0.3580,-0.5654,0.2419
1780487275.711,start,-1.0220,7.5033,0.4098,-4.8785,0.3490,-0.5743,0.2405
1780487275.720,start,-1.0235,7.6230,0.3931,-4.9196,0.3485,-0.5682,0.2404
1780487275.730,start,-0.8834,7.7327,0.4867,-4.9747,0.3500,-0.5535,0.2399
1780487275.741,start,-0.8415,7.6338,0.5112,-5.0024,0.3633,-0.5491,0.2386
1780487275.750,start,-0.9087,7.8539,0.5121,-5.0805,0.3713,-0.5429,0.2378
1780487275.760,start,-0.9779,7.5771,0.4667,-4.9875,0.3571,-0.5386,0.2387
1780487275.770,start,-1.0772,7.7155,0.3902,-5.0605,0.3402,-0.5433,0.2388
1780487275.780,start,-1.1509,7.7129,0.3541,-5.0771,0.3368,-0.5370,0.2384
1780487275.790,start,-1.1115,7.8270,0.3675,-5.0735,0.3421,-0.5417,0.2381
1780487275.801,start,-1.0390,7.7239,0.4033,-5.0695,0.3326,-0.5518,0.2381
1780487275.810,start,-0.9128,7.7035,0.4502,-5.0272,0.3343,-0.5419,0.2385
1780487275.820,start,-0.8237,7.6778,0.5263,-5.0067,0.3364,-0.5497,0.2379
1780487275.830,start,-0.7982,7.7360,0.5512,-5.0507,0.3585,-0.5590,0.2365
1780487275.840,start,-0.9265,7.9129,0.5080,-5.1218,0.3471,-0.5494,0.2365
1780487275.851,start,-0.9856,7.8766,0.4405,-5.1173,0.3324,-0.5462,0.2375
1780487275.860,start,-1.0740,7.8775,0.3855,-5.1223,0.3192,-0.5550,0.2369
1780487275.870,start,-1.0860,7.8005,0.3899,-5.0856,0.3384,-0.5487,0.2366
1780487275.881,start,-0.9766,7.7577,0.4508,-5.0288,0.3272,-0.5573,0.2371
1780487275.891,start,-0.9354,7.5943,0.4589,-5.0260,0.3230,-0.5557,0.2377
